group,problem_text,correct_answers,incorrect_options,level,point_value,result_text,status
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem64/question/question64.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem64/options/option64_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem64/options/option64_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem64/options/option64_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem64/options/option64_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem65/question/question65.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem65/options/option65_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem65/options/option65_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem65/options/option65_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem65/options/option65_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem66/question/question66.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem66/options/option66_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem66/options/option66_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem66/options/option66_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem66/options/option66_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem67/question/question67.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem67/options/option67_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem67/options/option67_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem67/options/option67_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem67/options/option67_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem68/question/question68.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem68/options/option68_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem68/options/option68_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem68/options/option68_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem68/options/option68_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem69/question/question69.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem69/options/option69_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem69/options/option69_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem69/options/option69_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem69/options/option69_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem70/question/question70.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem70/options/option70_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem70/options/option70_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem70/options/option70_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem70/options/option70_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem71/question/question71.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem71/options/option71_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem71/options/option71_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem71/options/option71_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem71/options/option71_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem72/question/question72.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem72/options/option72_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem72/options/option72_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem72/options/option72_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem72/options/option72_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem73/question/question73.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem73/options/option73_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem73/options/option73_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem73/options/option73_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem73/options/option73_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem74/question/question74.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem74/options/option74_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem74/options/option74_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem74/options/option74_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem74/options/option74_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem75/question/question75.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem75/options/option75_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem75/options/option75_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem75/options/option75_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem75/options/option75_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem76/question/question76.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem76/options/option76_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem76/options/option76_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem76/options/option76_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem76/options/option76_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem77/question/question77.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem77/options/option77_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem77/options/option77_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem77/options/option77_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem77/options/option77_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem78/question/question78.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem78/options/option78_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem78/options/option78_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem78/options/option78_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem78/options/option78_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/trig-precalc/problems/problem79/question/question79.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem79/options/option79_1.jpg" alt="" /></p>,<p><img src="images/trig-precalc/problems/problem79/options/option79_2.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem79/options/option79_3.jpg" alt="" /></p>|<p><img src="images/trig-precalc/problems/problem79/options/option79_4.jpg" alt="" /></p>,1,1,,1
